bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,lat,long,sqft_living15,price_log,basement_flag,renovated_flag,house_age
4,1.75,7.390798521735676,8.513385953073284,1.0,0,0,4,7,6.634633357861686,47.7025,-122.341,7.244941546337007,12.861001210669146,1,0,79
3,2.75,8.02322468471667,10.711480124765114,1.0,0,4,3,9,6.580639137284949,47.5316,-122.233,8.321421586897879,14.508658238524095,1,0,58
5,2.5,7.7279755421055585,8.748463629942055,2.0,0,0,3,8,0.0,47.3266,-122.169,7.714677473800927,12.560247968016562,0,0,31
2,1.5,6.976348070447749,9.174091239301061,1.0,0,0,3,7,0.0,47.3533,-122.166,7.107425474110705,12.43996225063003,0,0,41
3,2.25,7.804251383528112,8.77971129020447,2.0,0,0,4,8,0.0,47.3739,-122.172,7.696667081526462,12.703816069256568,0,0,41
3,2.0,7.444833273892193,8.454892165218858,1.5,0,0,5,6,0.0,47.3048,-122.218,6.93828448401696,12.358798024384122,0,0,85
3,1.75,7.804251383528112,7.898039690764619,2.0,0,0,3,8,6.55250788703459,47.6386,-122.36,7.473637108496206,13.75043962845585,1,0,111
3,1.0,7.244941546337007,7.366445148327599,1.5,0,0,5,8,0.0,47.6221,-122.314,7.528869256642251,13.410546824147012,0,0,117
3,1.75,7.327123292259293,8.761080103868347,1.0,0,0,3,7,6.594413459749778,47.695,-122.304,7.327123292259293,12.989976472461,1,0,78
4,2.5,7.852050207265889,8.878218658092228,2.0,0,0,3,8,0.0,47.7073,-122.11,7.875119281040293,13.4856180275228,0,0,21
3,2.5,7.749753406274437,8.289288323000317,2.0,0,0,3,8,0.0,47.5391,-122.07,7.855932199718614,13.271646802771485,0,0,23
2,1.5,7.0825485693553,7.143617602704121,3.0,0,0,3,7,0.0,47.7274,-122.357,7.237778191923443,12.54254845357358,0,0,21
4,1.75,7.754052639035757,8.517393171418904,1.5,0,0,4,7,6.710523109452428,47.6823,-122.368,7.2868764117507,13.44081856306726,1,0,97
3,1.0,6.994849985833071,8.006700845440367,1.5,0,0,4,8,0.0,47.6889,-122.375,7.359467638255621,13.190023895035274,0,0,97
4,2.75,7.630946580890459,8.803874763534434,1.0,0,0,3,7,6.660575149839686,47.4276,-122.157,7.611347717403621,12.683861515988351,1,0,45
3,2.5,7.741099090035366,8.026496938945412,1.5,0,0,3,8,6.673297967767654,47.6827,-122.31,7.372118028337787,13.453106376097134,1,1,96
4,1.0,7.415175109613295,10.458779721372386,1.0,0,0,1,5,6.594413459749778,47.6621,-122.132,7.6783263565068856,13.217675375388819,1,0,93
4,2.0,7.766840537085513,8.699681400989514,2.0,0,0,4,8,0.0,47.6702,-122.362,7.456454555176209,13.369225017834633,0,0,122
4,1.0,7.107425474110705,8.996651979432729,1.0,0,0,2,7,5.802118375377063,47.3341,-122.282,7.1631723908466425,12.388398368982115,1,0,57
4,2.5,7.8713112033234065,8.929832503272403,2.0,0,0,3,8,0.0,47.5301,-122.18,7.8713112033234065,13.312985389904174,0,0,30
4,2.5,7.852050207265889,8.616314282284044,2.0,0,0,3,9,0.0,47.6145,-122.027,7.81237820598861,13.345508528717259,0,0,26
4,2.25,8.347827345782498,10.093570577723847,1.0,0,0,3,8,7.390798521735676,47.445,-122.347,7.787796878181171,13.560619598657233,1,0,42
5,2.75,8.18757739559151,8.637639344492104,2.0,0,0,3,9,0.0,47.6848,-122.016,8.195885391314796,13.667000108756058,0,0,12
3,1.0,7.359467638255621,7.732369222284388,2.0,0,0,3,7,0.0,47.6413,-122.364,7.365812837209472,13.437175577097312,0,0,104
3,1.0,7.155396301896734,9.175438319966918,1.0,0,0,4,6,5.8888779583328805,47.4485,-122.175,7.201170883281678,12.6410997921206,1,0,67
3,2.5,8.058643712215618,9.518119146127086,2.0,0,0,3,8,0.0,47.7443,-121.977,8.02322468471667,13.098072734013513,0,0,23
3,1.0,6.898714534329988,9.05122740031911,1.0,0,0,3,6,0.0,47.3066,-122.371,7.113956109566034,12.257198175846119,0,0,60
4,2.5,7.736743682453495,9.504277838590472,2.0,0,0,4,9,0.0,47.6194,-122.151,7.893945138235959,13.573440270649085,0,0,45
3,1.75,7.1316985104669115,8.69349667588463,1.0,0,0,4,7,0.0,47.6796,-122.301,6.878326468291325,13.017005083966255,0,0,73
3,2.5,7.9208096792886,11.08223485230999,1.0,1,2,5,9,6.3784261836515865,47.4041,-122.451,7.893945138235959,14.115615891155079,1,0,73
3,1.0,7.0825485693553,9.126958763037132,1.0,0,0,3,7,0.0,47.4258,-122.322,7.0825485693553,12.337105293891872,0,0,71
5,2.5,8.055475141757274,9.119868468812108,1.0,0,0,4,8,7.32052696227274,47.4934,-122.189,7.596392304064196,12.75130259456002,1,0,60
3,1.75,7.252053951852814,8.314097335405807,1.0,0,0,4,7,6.018593214496234,47.6808,-122.384,7.252053951852814,13.304686600863562,1,0,76
2,1.75,7.591357046698551,9.053803514155955,1.0,0,0,3,7,6.898714534329988,47.6989,-122.369,7.300472814267799,13.279368835614243,1,0,45
5,2.25,7.912423121473705,8.699681400989514,1.5,0,0,3,8,6.398594934535208,47.6571,-122.281,7.912423121473705,13.732130035981154,1,0,99
4,2.5,7.9483852851118995,8.517393171418904,2.0,0,0,3,9,0.0,47.6597,-122.29,7.576097340623111,13.69334405393293,0,0,31
4,2.5,7.719129840906732,8.410943391573527,2.0,0,0,3,7,0.0,47.3663,-122.114,7.719129840906732,12.586223364451623,0,0,18
3,2.5,7.791935956938058,8.46611040118692,2.0,0,0,3,8,0.0,47.3663,-122.122,7.897668150726906,12.614868865984631,0,0,23
5,3.25,8.086717920303906,9.571017297294214,2.0,0,4,4,8,0.0,47.588,-122.116,7.993282328101591,13.765270393051685,0,0,58
4,3.0,7.523481312573497,9.208037722913508,2.0,0,0,3,8,0.0,47.5059,-122.149,7.7279755421055585,12.971542813248437,0,0,35
3,2.25,7.67368812926773,9.963453133703561,1.0,0,3,4,8,6.329720905522696,47.4336,-122.339,7.852050207265889,13.384729180332174,1,0,67
3,1.75,7.13966033596492,9.036106025364846,1.0,0,0,3,7,0.0,47.4366,-122.335,7.1631723908466425,12.574185427296195,0,0,72
3,1.75,7.832014180505469,9.07004328643746,2.0,0,0,5,8,0.0,47.4428,-122.344,7.824445930877619,13.132315688453556,0,0,53
3,1.75,7.340186835320115,6.951772164398911,3.0,0,0,3,8,0.0,47.6765,-122.32,7.365812837209472,13.215855541983634,0,0,12
3,2.25,7.415175109613295,8.699681400989514,1.0,0,0,3,7,6.311734809152915,47.6113,-122.297,7.273092595999522,12.959846800844963,1,0,47
3,2.75,7.9269635448629785,8.245384468120747,1.5,0,0,5,7,6.90875477931522,47.5747,-122.304,7.273092595999522,12.668629868984294,1,0,101
4,2.5,7.908754738783246,9.3101857069459,2.0,0,0,3,10,0.0,47.5815,-122.192,7.919719760924575,13.790193775620484,0,0,37
4,2.5,7.714677473800927,8.444407421690585,2.0,0,0,3,7,0.0,47.3378,-122.257,7.706162970199576,12.567240979056246,0,0,21
3,1.0,6.90875477931522,9.398561160701128,1.0,0,0,4,7,0.0,47.3621,-122.11,6.918695219020472,12.225880174775122,0,0,58
5,2.25,8.071218539969863,9.911406117780423,1.0,0,0,3,8,7.3783837129967145,47.6303,-122.215,8.128880142125638,14.096923772119156,1,0,61
5,3.25,8.470311205516108,10.821676481693363,1.0,0,0,4,11,7.438971592395862,47.6525,-122.16,8.169336395928386,13.854732232655556,1,0,53
3,2.0,7.13966033596492,8.6328406149422,1.0,0,0,4,7,0.0,47.7362,-122.179,7.403061091090091,12.691583538230217,0,0,54
4,2.0,7.919719760924575,8.962904128092928,1.5,0,0,5,7,6.2166061010848646,47.7168,-122.287,7.32052696227274,13.255146239950099,1,0,110
4,2.5,7.7752758464868625,8.517393171418904,2.0,0,0,3,8,0.0,47.3608,-122.036,7.791935956938058,12.793862088206213,0,0,21
3,1.75,7.490529402060711,10.830322498285954,1.0,0,0,5,7,6.55250788703459,47.3511,-122.073,7.57095858316901,12.762830066509972,1,0,61
4,4.0,8.14060704285845,10.466041875887068,2.0,0,0,4,10,6.947937068614969,47.5822,-121.987,8.083637203141548,13.632189702037216,1,0,40
4,1.75,7.473637108496206,8.895766604056085,1.0,0,0,3,7,6.78105762593618,47.6034,-122.125,7.427144133408616,12.847929163278053,1,0,70
3,1.0,6.947937068614969,8.529319371214077,1.0,0,0,3,7,0.0,47.5636,-122.394,6.792344427470809,13.081543466215237,0,0,85
3,1.0,7.252053951852814,8.529319371214077,1.0,0,0,4,7,6.2166061010848646,47.7073,-122.34,7.030857476116121,12.923914877701906,1,0,70
4,2.5,8.146419323098003,10.588703362769794,2.0,0,0,3,10,0.0,47.342,-122.025,8.11701408773731,13.487007879880162,0,0,24
3,2.5,7.762596048540069,8.537191877922927,2.0,0,0,3,8,0.0,47.3512,-122.008,7.762596048540069,12.873904582205107,0,0,23
4,2.5,7.550135342488429,8.681011276645632,2.0,0,0,3,7,0.0,47.349,-122.031,7.534228326274089,12.793862088206213,0,0,34
2,1.0,7.611347717403621,8.812992231969966,1.0,0,0,3,7,6.918695219020472,47.5474,-122.291,7.450660796211539,12.779875885354993,1,0,78
3,1.5,7.427144133408616,9.072571442231286,1.0,0,0,3,8,0.0,47.4811,-122.149,7.523481312573497,12.782688818818986,0,0,62
3,1.0,6.8679744089702925,8.800113946766308,1.0,0,0,3,6,0.0,47.7264,-122.31,7.359467638255621,12.660331092405906,0,0,74
3,1.5,7.669028288589683,8.188966863648876,2.0,0,0,3,9,5.484796933490655,47.6337,-122.365,7.611347717403621,13.753636218075409,1,0,101
5,2.25,7.886457270977689,9.036106025364846,1.5,0,0,5,7,0.0,47.2909,-122.189,7.372118028337787,12.628070334272698,0,0,65
3,3.25,7.9269635448629785,8.744966011114109,2.0,0,0,3,9,6.673297967767654,47.5228,-122.199,7.550135342488429,13.04115549117383,1,0,20
2,2.25,7.384610383176974,7.621195162809845,2.0,0,0,4,7,0.0,47.518,-122.194,7.576097340623111,12.278397958261774,0,0,47
2,1.75,6.93828448401696,6.9726062513017535,2.0,0,0,3,7,5.583496308781699,47.5394,-122.387,6.93828448401696,12.721888795877375,1,0,20
4,2.5,7.591357046698551,8.909775673693389,2.0,0,0,3,7,0.0,47.2897,-122.372,7.591357046698551,12.40287632827253,0,0,38
5,2.75,8.166500319155052,8.756839814829462,2.0,0,0,4,10,0.0,47.6506,-122.391,7.83241092718792,13.910712550098342,0,0,25
3,1.0,7.0909098220799835,9.259225769705994,1.0,0,0,3,7,0.0,47.322,-122.351,7.208600337960199,11.938199736300925,0,0,64
3,1.5,7.365812837209472,8.517393171418904,1.0,0,0,3,8,5.673323267171493,47.687,-122.386,7.359467638255621,12.971542813248437,1,0,87
3,1.5,7.365812837209472,8.517393171418904,1.0,0,0,3,8,5.673323267171493,47.687,-122.386,7.359467638255621,13.45883704259595,1,0,87
4,2.5,8.101980731853192,9.235130540783402,1.0,0,0,3,7,6.814542897259958,47.5873,-122.249,7.576097340623111,13.715691327653829,1,1,80
3,1.75,7.581209826196346,9.660268836790868,1.0,0,0,3,7,0.0,47.3576,-122.277,7.467942332285852,12.419169901386761,0,0,59
4,1.5,7.057036981697891,8.764209507142004,1.0,0,0,4,7,0.0,47.3036,-122.378,7.057036981697891,12.201065128819632,0,0,51
3,1.75,7.501634457883413,10.640675541671662,1.0,0,0,5,7,6.398594934535208,47.4109,-121.958,7.409136443920128,12.657151449598695,1,0,46
3,2.5,7.749753406274437,10.514556622060466,2.0,0,2,3,9,0.0,47.4838,-121.714,7.844240718141811,12.988834270491479,0,0,34
3,2.5,7.635786861395585,9.491148875484791,1.5,0,0,5,9,6.68586094706836,47.6415,-122.315,7.696667081526462,13.653968797939685,1,0,116
3,2.0,7.591357046698551,8.154500175151941,1.5,0,0,4,7,6.293419278846481,47.6775,-122.372,7.384610383176974,13.22672519452875,1,0,97
3,2.25,7.692113339595466,11.586120163073273,2.0,0,0,4,8,0.0,47.7731,-122.08,7.852050207265889,13.458765611575428,0,0,43
3,2.5,7.979681302387741,9.001346243766392,2.0,0,0,3,8,0.0,47.5814,-122.196,7.771067086065406,13.89985262551525,0,1,76
3,1.0,7.099201743553092,10.43176008990584,1.0,0,0,3,7,0.0,47.4375,-122.184,7.403061091090091,12.577639650232573,0,0,72
3,2.5,7.75833346749091,9.21094019204815,1.0,0,0,4,8,6.78105762593618,47.4431,-122.133,7.719129840906732,12.834683971615659,1,0,48
3,1.0,7.421177528595393,8.295548516225763,1.5,0,0,4,7,6.2166061010848646,47.6878,-122.38,7.123672785204607,13.038983942375959,1,0,87
2,1.75,7.123672785204607,7.821643126239982,1.0,0,0,4,8,0.0,47.3813,-122.322,7.147559271189454,12.146858590895919,0,0,41
4,2.5,8.052296499538647,10.24131601192848,2.0,0,0,4,10,0.0,47.7304,-122.082,8.003363058629947,13.429849547739444,0,0,35
5,1.75,7.616283561580385,9.42084437974393,2.0,0,0,4,7,0.0,47.6417,-122.109,7.824445930877619,13.060490101343552,0,0,84
4,2.5,7.745435610274381,9.172119159155985,2.0,0,0,3,8,0.0,47.5386,-122.053,7.57095858316901,13.300929558259364,0,0,42
3,1.75,7.13966033596492,8.110427237575024,1.0,0,0,5,6,6.329720905522696,47.6823,-122.349,7.2305631534092925,13.25339339419516,1,0,121
3,1.75,7.340186835320115,9.441531454869693,1.0,0,0,4,7,5.942799375126701,47.3624,-122.031,7.340186835320115,12.515397562803473,1,0,46
3,1.75,7.640603826393634,8.694502206386648,1.0,0,2,3,7,6.90875477931522,47.5474,-122.295,7.645397699428633,12.706699437569211,1,0,55
4,2.5,8.080546965824498,9.691036630760662,2.0,0,3,3,9,6.566672429803241,47.3183,-122.253,7.878912912297133,13.081543466215237,1,0,25
3,3.5,8.385032287813898,8.756367559802975,2.0,0,0,3,8,7.3783837129967145,47.6981,-122.368,7.5126175446745105,13.51508226312797,1,1,126
3,3.5,7.372118028337787,7.005789019253503,3.0,0,0,3,8,0.0,47.6824,-122.347,7.390798521735676,13.158697235290168,0,0,16
2,1.0,6.78105762593618,8.821879862683842,1.0,0,0,4,6,0.0,47.5009,-122.248,7.0825485693553,12.232841150744216,0,0,81
4,2.0,7.359467638255621,9.169622538697624,1.0,0,0,3,6,0.0,47.4965,-122.303,7.53955882930103,12.054092109237121,0,0,76
4,1.0,7.384610383176974,8.000684784514748,1.5,0,0,4,7,0.0,47.587,-122.294,7.384610383176974,13.190023895035274,0,0,101
3,2.5,7.783640596221253,8.775703886567738,1.0,0,2,3,8,6.734591659972948,47.7728,-122.386,7.75833346749091,13.399996629152975,1,0,62
3,2.0,7.280008252884188,9.11964950669168,1.0,0,0,3,7,0.0,47.7288,-122.226,7.365812837209472,12.87774334868815,0,0,39
2,1.0,6.647688373563329,8.699681400989514,1.0,0,0,3,6,0.0,47.6999,-122.364,7.444833273892193,12.886643575525625,0,0,73
4,1.75,7.650168700845001,8.38958706681109,1.5,0,0,5,7,5.942799375126701,47.5299,-122.266,7.523481312573497,13.005831808336863,1,0,102
3,2.25,7.976251943745623,9.230633075243945,2.0,0,0,3,9,0.0,47.6897,-122.098,7.901377353792616,13.554147092530322,0,0,36
4,2.75,7.919719760924575,9.786391780659882,1.5,0,0,3,8,6.647688373563329,47.6141,-122.212,8.026496938945412,14.187074804051692,1,1,112
3,2.25,7.650168700845001,9.012133305952004,1.0,0,2,3,8,6.175867270105761,47.5091,-122.244,7.886457270977689,13.005831808336863,1,0,59
4,2.25,7.6783263565068856,9.083869707922235,1.0,0,0,3,8,6.68586094706836,47.3129,-122.39,7.645397699428633,12.468440756144114,1,0,48
5,3.5,7.749753406274437,8.509362612301048,2.0,0,0,5,7,6.398594934535208,47.6763,-122.352,7.438971592395862,13.620104977426395,1,0,100
4,2.5,7.635786861395585,8.368925174747135,2.0,0,0,3,7,0.0,47.5319,-121.85,7.58629630715272,12.971542813248437,0,0,22
3,1.75,6.966967138613983,8.971575439759016,1.0,0,0,4,7,0.0,47.2761,-122.152,7.259116128097101,12.264346270624157,0,0,40
4,2.25,7.606387389772652,9.169934957341145,1.0,0,0,3,8,6.3473892096560105,47.5343,-122.054,7.630946580890459,13.400753916947913,1,0,40
3,3.5,8.281723990411392,11.617996938859507,1.5,0,0,3,9,7.307202314764738,47.697,-122.072,7.816416983691801,13.572165574841936,1,0,37
3,2.5,7.606387389772652,7.7354333524996886,2.0,0,0,3,8,6.431331081933479,47.5517,-121.998,7.43307534889858,13.024192509731431,1,0,12
4,3.5,7.669028288589683,7.731492029245684,3.0,0,0,3,9,0.0,47.6734,-122.38,7.340186835320115,13.42246945133505,0,0,21
3,1.75,7.186144304522325,9.763708110007842,1.0,0,0,4,7,0.0,47.3257,-122.296,7.346655163176539,12.201065128819632,0,0,70
4,1.75,7.611347717403621,8.967121656230923,1.0,0,0,3,7,6.918695219020472,47.3309,-122.299,7.467942332285852,12.301387370778713,1,0,58
4,2.25,7.85979918056211,9.21064032698518,1.0,0,0,4,8,7.1316985104669115,47.7689,-122.266,7.346655163176539,13.021439671201302,1,0,58
2,1.0,7.0825485693553,8.398634855292102,1.0,0,0,3,6,0.0,47.7135,-122.287,6.966967138613983,12.854486546624395,0,0,45
3,2.25,7.065613363597717,7.1308988302963465,3.0,0,0,3,8,0.0,47.6722,-122.381,7.208600337960199,13.161489855348382,0,0,12
2,1.0,7.01301578963963,8.071218539969863,1.0,0,0,3,7,0.0,47.6338,-122.358,7.065613363597717,13.407543823396258,0,0,101
5,2.5,7.944846711001996,9.145908511816794,1.0,0,0,4,8,7.147559271189454,47.5707,-122.128,7.944846711001996,13.17628511440807,1,0,58
3,1.0,7.384610383176974,9.057189192482008,1.0,0,0,4,7,6.398594934535208,47.4563,-122.171,7.384610383176974,12.230770136157428,1,0,64
3,1.0,6.966967138613983,8.999372396592106,1.0,0,0,4,7,4.795790545596741,47.7144,-122.351,7.353081920515432,12.948012371209098,1,0,103
4,2.25,7.616283561580385,9.049936850483158,1.0,0,0,4,8,6.478509642208569,47.5495,-122.174,7.7102051944325325,13.122365377402328,1,0,65
4,2.5,8.208219383496834,12.661517685943359,2.0,0,0,4,9,0.0,47.7421,-122.026,7.951911381854188,13.733759141278622,0,0,32
4,1.0,7.844240718141811,8.294299608857235,2.0,0,0,3,8,5.198497031265826,47.6354,-122.353,7.696667081526462,13.698977865303197,1,0,121
2,2.5,7.791935956938058,11.018383211277339,2.0,0,0,3,7,0.0,47.5262,-121.943,7.57095858316901,12.971542813248437,0,0,19
5,2.0,7.72356247227797,9.433563920090563,1.0,0,0,4,8,7.030857476116121,47.3887,-122.286,7.215975002651466,12.460718739865236,1,0,66
3,1.0,7.266128779556451,8.147867129923947,1.0,0,0,3,7,6.111467339502679,47.6873,-122.336,7.280008252884188,13.144126826131089,1,0,79
3,2.0,7.215975002651466,8.036249942132116,2.0,0,0,3,8,0.0,47.6838,-122.353,7.313886831633462,13.184720145248114,0,0,36
3,1.0,7.01301578963963,8.517393171418904,1.5,0,0,3,7,0.0,47.655,-122.359,7.259116128097101,13.235693848424024,0,0,79
3,1.0,7.1316985104669115,9.012011377036412,1.0,0,0,4,7,0.0,47.3255,-122.304,7.427144133408616,12.553029016757746,0,0,72
4,3.25,8.552753366814787,9.89600966268017,2.0,0,3,3,12,7.403061091090091,47.562,-122.162,8.058643712215618,14.626441218624949,1,0,20
1,1.0,6.55250788703459,8.537191877922927,1.0,0,0,3,7,0.0,47.679,-122.3,6.918695219020472,12.765691290604371,0,0,84
3,1.0,7.074116816197362,8.945071894361302,1.0,0,0,4,7,0.0,47.4479,-122.176,7.0825485693553,12.278397958261774,0,0,59
5,3.5,8.284251797621916,10.136423006312807,2.0,0,0,3,9,7.2868764117507,47.525,-122.172,7.878912912297133,13.384729180332174,1,0,30
4,2.75,7.878912912297133,8.922791623969637,1.0,0,0,3,8,6.928537818164665,47.3135,-122.369,7.591357046698551,12.676079399771027,1,0,59
3,2.0,7.147559271189454,8.881697406469304,1.5,0,0,3,7,0.0,47.2086,-121.996,7.057036981697891,12.417147664184915,0,1,110
4,1.75,7.473637108496206,9.321971188147367,1.0,0,0,4,8,0.0,47.4715,-122.118,7.456454555176209,12.676079399771027,0,0,58
5,2.25,7.630946580890459,9.063347348235522,1.0,0,0,3,7,6.93828448401696,47.4877,-122.335,6.918695219020472,12.449022745701502,1,0,64
3,1.75,7.484930283289661,9.17585244151751,1.0,0,0,3,7,0.0,47.7171,-122.193,7.0909098220799835,12.989976472461,0,0,64
3,2.5,8.131824785007195,9.71739890917293,2.0,0,0,3,10,0.0,47.6012,-122.023,8.131824785007195,13.710151153416941,0,0,26
3,2.75,7.555381944240273,8.893023494394711,1.0,0,0,3,7,6.621405651764134,47.7319,-122.224,7.444833273892193,12.996802422000108,1,0,47
3,2.0,7.611347717403621,10.554066422987296,1.0,0,0,4,7,6.918695219020472,47.4582,-122.023,7.65491704784832,12.948012371209098,1,0,51
3,1.75,7.365812837209472,8.853808274977197,1.0,0,0,3,7,5.993961427306569,47.7209,-122.168,7.403061091090091,12.821260987319457,1,0,50
2,1.75,7.201170883281678,8.888894669371593,1.0,0,0,5,5,6.46302945692067,47.408,-122.327,7.5126175446745105,12.505995740029274,1,0,77
4,2.5,7.893945138235959,8.411832675758411,2.0,0,0,3,9,0.0,47.565,-122.125,7.979681302387741,13.601204094315538,0,0,27
3,2.5,7.893945138235959,9.18512512283512,1.0,0,0,4,8,6.976348070447749,47.7028,-122.231,7.816416983691801,13.389333939650964,1,0,47
3,2.0,7.223295679562314,9.028458718410613,1.0,0,0,5,7,0.0,47.7458,-122.331,7.479299637782834,12.82530683492637,0,0,62
3,1.75,7.353081920515432,9.952325334619427,1.0,0,0,3,7,0.0,47.4776,-122.337,6.976348070447749,12.556733038263905,0,0,72
3,1.75,7.6783263565068856,8.87360810154911,1.0,0,0,4,7,6.19644412779452,47.3026,-122.374,7.565793282428515,12.513561021741964,1,0,48
3,1.5,7.201170883281678,8.976262255609193,1.5,0,0,3,7,0.0,47.7658,-122.339,7.300472814267799,12.653961664405365,0,0,71
4,2.5,8.263848131368906,10.463217619655723,2.0,0,0,3,10,7.1785454837637,47.6477,-122.182,8.227108234348146,13.729408948828524,1,0,42
4,2.25,7.85979918056211,9.010791269515602,2.0,0,0,4,8,0.0,47.5619,-122.125,7.72356247227797,13.419502094509863,0,0,46
3,2.5,7.02197642307216,7.00397413672268,2.0,0,0,3,8,5.707110264748875,47.6106,-122.31,7.372118028337787,12.959846800844963,1,0,18
5,2.75,7.58629630715272,8.594339400592892,1.0,0,0,3,7,6.478509642208569,47.5868,-122.308,7.155396301896734,12.899097318586382,1,0,40
3,1.0,7.107425474110705,8.476579508530941,1.0,0,0,3,6,0.0,47.6101,-122.307,7.0909098220799835,12.861001210669146,0,0,125
3,1.5,7.576097340623111,8.93075873555827,1.0,0,2,4,7,6.447305862541213,47.1976,-121.999,7.576097340623111,12.505995740029274,1,0,51
2,1.0,7.208600337960199,9.014447135152134,1.0,0,0,3,7,5.673323267171493,47.7224,-122.358,7.340186835320115,12.706850963741102,1,0,77
3,2.5,7.421177528595393,8.6652683094816,2.0,0,0,3,7,0.0,47.3505,-122.179,7.421177528595393,12.468440756144114,0,0,38
4,3.0,7.7752758464868625,8.542080906924017,1.5,0,0,4,7,6.55250788703459,47.5384,-122.376,7.252053951852814,13.060490101343552,1,0,101
4,3.0,7.80016307039296,9.169622538697624,2.0,0,0,5,7,0.0,47.7044,-122.2,7.736743682453495,13.286183160425152,0,0,65
2,1.5,6.957497370876951,8.13739583005665,2.0,0,0,3,7,0.0,47.3848,-122.039,6.957497370876951,12.004574385508691,0,0,30
4,2.75,8.049107721326406,9.50397966490209,2.0,0,0,3,9,6.898714534329988,47.6993,-122.102,7.72356247227797,13.635188201437066,1,0,33
5,3.0,8.316544717929398,9.461176908307142,1.0,0,2,4,10,7.601402334583733,47.6627,-122.188,7.840312983320164,13.90626583447433,1,0,40
4,1.75,7.307202314764738,9.210440366976517,1.0,0,0,4,8,5.968707559985366,47.3099,-122.379,7.692113339595466,12.502470376049185,1,0,57
3,2.5,7.550135342488429,9.076237387452702,2.0,0,0,3,8,0.0,47.62,-122.043,7.616283561580385,13.235693848424024,0,0,39
4,1.0,7.193685818395112,7.783640596221253,1.5,0,0,4,6,0.0,47.65,-122.34,7.193685818395112,13.329379172803593,0,0,125
3,2.25,7.7102051944325325,9.213036733523925,1.0,0,0,3,8,6.68586094706836,47.6647,-122.153,7.7102051944325325,13.27969015095896,1,0,51
3,1.75,7.409136443920128,9.15704507491796,1.0,0,0,3,7,6.066108090103747,47.726,-122.191,7.340186835320115,12.628070334272698,1,0,49
3,1.0,7.0825485693553,9.084890521258767,1.0,0,0,3,6,0.0,47.4616,-122.184,7.115582126184454,12.025455635171172,0,0,67
